V,Si,So,TSi,TSo,Ni,No,TKNi,TKNo,M,DO,i,Sig/TS,Sig,Q,Th_c,Th,dS,dTS,dN,TKN,Thn,Th_cn
2970,249,40,308,17,57,14,107,27,2655,2.16,49,0.65,201,1590.72,9.7,9.19,209,291,43,80,2.2975,13.6918008
3096,218,36,252,20,39,10,75,20,2417,1.8,39,0.64,162,1544.18,8.99,9.19,182,232,29,55,2.2975,9.917018752
2880,221,35,251,15,49,11,93,25,2606,1.83,43,0.62,157,1613.53,9.2,9.17,186,236,38,68,2.2925,12.57780806
3141,250,42,281,21,46,11,99,26,2560,2.07,50,0.6,169,1624.55,11.3,9.19,208,260,35,73,2.2975,12.82063676
2988,244,39,301,19,58,13,115,29,2472,1.97,46,0.63,190,1728.54,9.18,9.13,205,282,45,86,2.2825,13.45532455
2961,220,36,265,22,44,10,78,20,2494,1.99,45,0.62,165,1668.71,11.22,9.2,184,243,34,58,2.3,13.83681651
2880,226,37,263,21,46,11,90,23,2651,1.93,43,0.59,156,1477.43,9.01,9.22,189,242,35,67,2.305,11.3080446
3006,266,44,291,19,54,12,101,25,2589,2.33,54,0.64,186,1505.98,8.44,9.15,222,272,42,76,2.2875,10.56496102
3105,220,35,262,15,48,12,87,22,2639,1.97,44,0.63,166,1790.48,10.25,9.16,185,247,36,65,2.29,13.78972963
3096,200,33,219,18,43,11,92,24,2661,1.79,43,0.59,130,1574.27,10.34,9.16,167,201,32,68,2.29,13.7079442
3006,218,35,240,24,43,11,82,21,2419,1.88,44,0.63,152,1672.42,10.33,9.23,183,216,32,61,2.3075,12.56393303
3132,218,36,241,13,39,9,75,20,2647,1.8,41,0.6,146,1556.83,12.12,9.22,182,228,30,55,2.305,13.36977389
3069,266,41,315,18,55,13,109,27,2630,2.4,53,0.64,201,1699.13,8.2,9.15,225,297,42,82,2.2875,10.45461958
3015,262,41,322,23,60,13,116,29,2401,2.23,51,0.65,210,1603.58,9.29,9.16,221,299,47,87,2.29,13.11834361
2934,211,34,237,18,43,10,85,21,2605,1.69,38,0.59,141,1635.73,9.45,9.21,177,219,33,64,2.3025,11.87493218
2943,269,44,316,20,54,13,104,27,2417,2.26,52,0.64,201,1594.85,7.85,9.21,225,296,41,77,2.3025,9.716826894
3078,263,43,296,17,50,12,94,23,2492,2.27,53,0.61,180,1681.4,10.49,9.23,220,279,38,71,2.3075,12.29711044
2925,212,35,233,16,45,10,88,22,2686,1.85,42,0.65,151,1558.51,12.83,9.19,177,217,35,66,2.2975,16.79254955
3015,234,36,283,25,52,12,91,24,2452,2,47,0.62,174,1699.8,10.4,9.19,198,258,40,67,2.2975,14.25063297
2916,254,42,286,20,58,14,123,32,2406,2.21,50,0.64,182,1460.3,9.18,9.15,212,266,44,91,2.2875,12.92558736
3051,257,42,307,28,46,11,88,23,2443,2.17,49,0.61,187,1531.17,7.9,9.18,215,279,35,65,2.295,8.718968907
2961,207,34,246,17,43,11,88,22,2538,1.93,44,0.6,148,1541.34,12.45,9.17,173,229,32,66,2.2925,15.94706597
3024,215,35,236,18,44,11,89,22,2473,1.9,43,0.6,142,1578.55,9.7,9.19,180,218,33,67,2.2975,12.24050343
3141,225,37,273,25,39,9,72,19,2609,2.09,47,0.62,168,1577.66,10.02,9.22,188,248,30,53,2.305,10.70935068
3051,209,35,236,16,42,10,90,22,2462,1.76,39,0.64,150,1535.25,11.21,9.2,174,220,32,68,2.3,13.89063009
2979,236,38,279,24,49,12,99,25,2620,2.05,45,0.64,178,1519.69,11.8,9.22,198,255,37,74,2.305,15.1070412
2997,231,38,264,22,43,11,85,21,2406,2.01,47,0.62,164,1503.6,10.34,9.18,193,242,32,64,2.295,11.86834996
3051,211,35,239,16,47,11,97,25,2533,2.02,47,0.6,143,1648.72,10.99,9.19,176,223,36,72,2.2975,15.09476737
2997,260,42,287,21,53,13,105,26,2453,2.16,50,0.62,177,1525,8.47,9.15,218,266,40,79,2.2875,10.64631376
2952,243,39,289,19,47,12,93,24,2598,1.95,45,0.59,171,1484.4,8.15,9.21,204,270,35,69,2.3025,9.719916237
3024,262,40,300,20,58,14,122,30,2570,2.15,51,0.62,186,1728.54,7.56,9.19,222,280,44,92,2.2975,10.31957536
3114,244,39,283,27,52,12,102,26,2505,2.04,47,0.65,183,1709.64,10.69,9.22,205,256,40,76,2.305,14.04767826
3033,202,33,242,17,41,10,79,21,2573,1.94,47,0.63,153,1656.35,11.03,9.23,169,225,31,58,2.3075,13.80452059
3060,211,35,237,21,46,10,94,24,2417,1.79,44,0.63,149,1757.63,10.66,9.19,176,216,36,70,2.2975,14.32999076
3132,204,33,244,17,43,11,76,20,2477,1.71,38,0.62,152,1668.87,9.93,9.14,171,227,32,56,2.285,12.90627355
2925,247,41,296,17,52,13,90,23,2534,1.96,44,0.63,186,1579.32,7.98,9.2,206,279,39,67,2.3,10.35911397
3123,243,38,296,22,50,11,98,25,2469,2.26,53,0.59,175,1730.96,10.81,9.22,205,274,39,73,2.305,13.71521923
3060,243,40,273,25,49,12,91,23,2633,2.25,54,0.61,166,1631.56,8.34,9.23,203,248,37,68,2.3075,10.36977149
2925,240,38,296,18,50,12,103,27,2524,2.18,50,0.62,184,1614.77,8.09,9.13,202,278,38,76,2.2825,10.39251389
2898,227,36,281,20,48,10,96,25,2539,1.92,42,0.64,179,1597.58,9.5,9.14,191,261,38,71,2.285,12.38660575
3051,256,44,298,21,48,11,87,23,2699,2.45,56,0.59,177,1742.15,10.09,9.2,212,277,37,64,2.3,11.66556472
2898,245,40,293,27,54,13,103,27,2519,2.16,49,0.61,178,1611.94,8.85,9.19,205,266,41,76,2.2975,12.02774675
2925,233,37,284,19,51,12,103,26,2605,2.27,54,0.61,173,1556.47,9.03,9.2,196,265,39,77,2.3,12.18751981
2961,211,36,252,16,41,10,73,20,2666,1.69,38,0.59,150,1642.07,11.24,9.17,175,236,31,53,2.2925,13.46731573
3087,202,34,222,15,43,10,74,19,2509,1.66,37,0.64,143,1525.88,10.97,9.22,168,207,33,55,2.305,14.3991562
3105,250,40,308,18,54,12,104,26,2495,2.01,48,0.59,182,1538.81,10.99,9.2,210,290,42,78,2.3,14.63742803
3015,209,33,252,20,41,10,84,22,2424,1.96,47,0.62,156,1593.76,9.77,9.12,176,232,31,62,2.28,11.81804022
3087,263,43,307,25,48,12,93,24,2688,2.48,55,0.61,188,1774.03,8.34,9.14,220,282,36,69,2.285,9.385661105
2979,221,35,269,20,43,11,89,22,2619,2.01,47,0.61,164,1599.64,11.02,9.16,186,249,32,67,2.29,13.22120702
2961,263,43,293,19,55,14,103,26,2608,2.31,53,0.66,192,1619.41,10.42,9.13,220,274,41,77,2.2825,13.4365567
3096,229,38,273,18,41,10,82,21,2635,2.09,46,0.64,175,1722.14,10.29,9.19,191,255,31,61,2.2975,11.35996723
3015,222,36,250,19,52,12,99,26,2578,2.14,48,0.59,148,1686.21,10.68,9.18,186,231,40,73,2.295,15.42534731
3078,238,37,294,23,47,10,94,24,2545,1.93,47,0.61,178,1772.52,9.2,9.17,201,271,37,70,2.2925,11.20268327
3078,269,43,300,21,55,13,106,26,2476,2.21,50,0.6,179,1718.32,9.23,9.16,226,279,42,80,2.29,11.63658215
3051,225,35,263,21,49,11,91,25,2462,1.94,44,0.6,159,1630.83,10.02,9.2,190,242,38,66,2.3,13.45533803
2889,241,41,293,19,47,12,93,24,2514,2.19,49,0.61,179,1576.67,10.88,9.19,200,274,35,69,2.2975,13.08347292
3132,221,37,261,21,47,11,92,24,2680,2.16,49,0.62,162,1787.7,12.96,9.17,184,240,36,68,2.2925,16.99510746
2979,264,42,325,23,55,12,113,29,2495,2.15,49,0.65,210,1564.38,7.36,9.18,222,302,43,84,2.295,9.454746874
3033,236,37,283,16,51,12,99,25,2665,1.96,47,0.6,170,1692.75,11.63,9.16,199,267,39,74,2.29,15.49712789
3069,225,37,252,22,44,10,88,22,2454,2,46,0.63,160,1542.61,10.88,9.21,188,230,34,66,2.3025,13.11935195
2916,245,39,274,23,48,12,104,27,2698,2.4,55,0.65,178,1668.84,8.73,9.14,206,251,36,77,2.285,10.54636326
2970,234,40,276,21,47,12,97,24,2531,2.1,50,0.61,167,1491.78,11.87,9.22,194,255,35,73,2.305,14.70097194
2916,257,40,299,28,55,14,112,28,2414,2.49,57,0.61,183,1529.05,8.08,9.15,217,271,41,84,2.2875,10.66238245
2988,203,32,249,16,39,10,77,20,2614,1.85,43,0.6,148,1718.56,9.69,9.14,171,233,29,57,2.285,11.47904281
3051,214,34,241,19,41,11,79,20,2552,1.86,44,0.64,154,1585.06,10.37,9.19,180,222,30,59,2.2975,12.25073566
2880,252,41,308,22,46,12,98,25,2547,2.37,56,0.65,200,1526.4,11.5,9.19,211,286,34,73,2.2975,12.9439987
2970,241,40,278,21,54,13,101,25,2498,2.01,47,0.64,177,1625.84,7.91,9.16,201,257,41,76,2.29,10.92865031
3024,209,34,244,17,39,9,71,19,2607,1.89,45,0.64,157,1686.04,10.45,9.12,175,227,30,52,2.28,12.02397157
2907,244,41,275,22,44,11,88,22,2499,2.14,47,0.65,179,1440.46,11,9.2,203,253,33,66,2.3,12.23119428
2916,254,41,294,26,51,12,97,24,2481,2.4,53,0.66,193,1686.4,7.75,9.13,213,268,39,73,2.2825,9.595143877
3123,219,36,270,23,51,13,106,27,2533,1.95,45,0.63,170,1598.77,9.41,9.19,183,247,38,79,2.2975,13.51229176
3141,207,33,232,16,44,10,80,20,2415,1.98,46,0.61,141,1620.57,9.75,9.21,174,216,34,60,2.3025,12.77910022
2997,206,34,237,15,46,11,83,22,2457,1.89,44,0.64,151,1621.53,12.27,9.14,172,222,35,61,2.285,16.89462293
3078,211,35,233,17,48,11,98,25,2467,2.07,48,0.65,151,1677.57,10.07,9.2,176,216,37,73,2.3,14.1254269
3024,214,36,260,21,48,11,88,23,2484,1.94,45,0.6,156,1604.56,9.22,9.14,178,239,37,65,2.285,12.75180651
2970,242,40,300,22,50,12,93,25,2463,2.16,49,0.61,184,1593.02,11.11,9.13,202,278,38,68,2.2825,14.1540924
2925,232,38,263,22,55,12,114,28,2599,1.86,43,0.65,171,1504.9,11.55,9.19,194,241,43,86,2.2975,16.88379297
3015,239,37,266,23,51,13,99,26,2455,2.06,48,0.6,160,1544.27,10.99,9.23,202,243,38,73,2.3075,14.46049957
3042,248,41,298,23,50,13,92,25,2563,2.28,54,0.6,179,1570.31,8.55,9.16,207,275,37,67,2.29,10.62913119
2916,239,37,287,16,45,11,82,21,2635,1.92,44,0.63,180,1522.6,12.47,9.24,202,271,34,61,2.31,14.4775274
3033,247,41,288,19,59,13,114,29,2690,2.01,46,0.62,180,1561.53,9.81,9.14,206,269,46,85,2.285,14.44898682
3123,264,44,320,22,53,13,106,28,2481,2.14,50,0.64,204,1763.51,7.74,9.22,220,298,40,78,2.305,9.581339581
3015,258,42,317,25,52,13,107,28,2400,2.2,49,0.62,197,1603.51,9.7,9.16,216,292,39,79,2.29,12.05504126
3006,218,35,267,22,46,12,95,25,2553,1.93,45,0.6,162,1616.08,9.97,9.2,183,245,34,70,2.3,12.97208619
3042,235,38,275,21,50,12,90,24,2642,2.14,51,0.61,168,1653.35,11.41,9.23,197,254,38,66,2.3075,14.96928703
3087,256,40,282,20,47,11,98,26,2443,2.47,56,0.65,185,1768.93,9.37,9.21,216,262,36,72,2.3025,10.60744559
2970,205,32,231,15,49,11,98,26,2562,1.84,42,0.65,151,1582.42,9.53,9.23,173,216,38,72,2.3075,14.04586367
3096,227,38,267,22,41,10,83,22,2494,2.02,47,0.64,171,1726.4,9.11,9.17,189,245,31,61,2.2925,10.14587963
2880,206,32,228,16,36,9,78,20,2627,1.97,46,0.66,149,1449.34,13.25,9.2,174,212,27,58,2.3,14.277905
3087,256,43,284,23,57,14,114,30,2642,2.45,56,0.6,171,1694.82,8.68,9.18,213,261,43,84,2.295,11.91702759
3051,251,41,295,20,58,14,108,28,2526,2.46,57,0.65,191,1553.16,9.47,9.19,210,275,44,80,2.2975,13.49328149
3078,244,40,277,17,48,12,96,25,2631,2.35,56,0.59,164,1537.02,10.15,9.18,204,260,36,71,2.295,12.31206168
2979,228,37,264,16,51,12,106,27,2400,2.16,51,0.6,158,1507.96,10.13,9.15,191,248,39,79,2.2875,13.97198477
3087,239,38,275,22,46,11,84,22,2506,1.93,46,0.62,170,1561.54,9.92,9.16,201,253,35,62,2.29,11.77294004
2952,245,42,280,27,50,12,98,26,2414,2.28,51,0.64,179,1595.68,8.56,9.23,203,253,38,72,2.3075,10.77186778
3123,212,34,259,17,41,10,91,23,2695,1.88,43,0.62,162,1774.77,10.86,9.12,178,242,31,68,2.28,12.95063759
2988,204,33,234,15,43,10,84,21,2546,1.85,40,0.65,153,1655.13,10.02,9.18,171,219,33,63,2.295,13.02324884
2916,256,44,294,24,59,14,114,29,2414,2.15,50,0.65,190,1628.45,10.83,9.15,212,270,45,85,2.2875,15.39053909
3078,204,34,252,20,46,11,97,25,2477,1.64,40,0.64,160,1601.33,13.03,9.23,170,232,35,72,2.3075,18.11696349
2943,200,32,219,19,43,10,75,18,2427,1.79,40,0.6,131,1514.41,9.42,9.19,168,200,33,57,2.2975,12.48828185
3042,264,42,318,22,47,12,89,23,2630,2.27,53,0.61,194,1625.89,8.05,9.2,222,296,35,66,2.3,8.836965118
2970,243,39,282,24,56,12,104,27,2593,2,43,0.62,174,1608.66,11.99,9.13,204,258,44,77,2.2825,17.03782942
3042,210,35,248,16,50,12,88,23,2612,1.78,41,0.63,157,1729.65,11.22,9.16,175,232,38,65,2.29,16.47240061
3033,231,39,269,20,49,12,97,24,2461,2.01,48,0.64,173,1692.17,9.25,9.2,192,249,37,73,2.3,12.09871265
2979,264,43,298,17,48,11,86,22,2473,2.53,58,0.6,180,1644.43,7.37,9.17,221,281,37,64,2.2925,8.262626616
3051,223,38,255,19,45,11,79,21,2640,2.16,50,0.61,157,1756.64,12.62,9.17,185,236,34,58,2.2925,15.70291699
2880,254,42,289,22,52,12,100,26,2479,2.39,56,0.62,180,1475.99,9.37,9.13,212,267,40,74,2.2825,11.82830589
2961,212,37,259,20,38,10,72,19,2496,2.05,47,0.65,167,1520.03,13.09,9.16,175,239,28,53,2.29,14.46774053
2907,252,42,306,21,54,13,105,27,2491,2.09,47,0.66,202,1531.87,11.19,9.15,210,285,41,78,2.2875,14.78552108
2907,269,44,331,28,51,13,103,27,2513,2.21,52,0.6,198,1640.9,9.31,9.23,225,303,38,76,2.3075,10.88380886
3024,218,37,246,22,43,10,84,21,2514,1.74,39,0.6,147,1662.15,10.48,9.12,181,224,33,63,2.28,12.74637155
2979,260,42,303,21,50,12,92,22,2658,2.22,54,0.63,189,1613.63,9.85,9.13,218,282,38,70,2.2825,11.68009072
3069,216,35,240,19,45,11,84,23,2628,1.78,40,0.65,156,1693.21,10.65,9.13,181,221,34,61,2.2825,13.6811215
3105,216,35,236,21,43,10,88,23,2620,1.82,44,0.65,154,1748.14,11.14,9.12,181,215,33,65,2.28,13.6745557
3042,227,38,256,17,46,11,98,25,2627,2.16,48,0.64,163,1568.26,8.86,9.12,189,239,35,73,2.28,11.07080052
3114,233,38,266,21,54,13,103,25,2493,2.03,45,0.62,166,1547.12,8.45,9.18,195,245,41,78,2.295,12.0755766
2961,220,37,255,16,46,11,89,23,2419,1.8,40,0.6,153,1614.66,8.42,9.2,183,239,35,66,2.3,10.85576846
2988,233,37,266,19,51,13,92,23,2480,2.03,46,0.65,173,1483.37,10.26,9.18,196,247,38,69,2.295,13.84761387
2970,242,39,287,21,51,12,105,27,2656,1.95,45,0.61,176,1651.96,9.73,9.23,203,266,39,78,2.3075,12.64389788
3060,234,38,279,23,47,12,95,24,2592,2.12,51,0.63,177,1520.14,9.46,9.23,196,256,35,71,2.3075,11.71619162
3024,251,41,287,22,48,11,97,24,2463,2.31,54,0.64,183,1610.36,9.6,9.15,210,265,37,73,2.2875,11.3201473
2934,214,34,254,21,45,10,81,22,2620,1.72,42,0.65,165,1600.3,12.08,9.15,180,233,35,59,2.2875,15.66314628
2961,264,43,299,24,50,12,94,24,2469,2.35,55,0.63,188,1539.57,7.5,9.14,221,275,38,70,2.285,8.758720547
3123,235,39,262,25,43,11,91,24,2485,2.3,53,0.59,155,1801.13,10.53,9.15,196,237,32,67,2.2875,11.88070723
3132,260,43,319,25,50,12,94,25,2608,2.22,51,0.63,200,1615.11,7.97,9.12,217,294,38,69,2.28,9.45079422
3141,211,35,230,19,39,10,80,21,2557,1.76,40,0.65,151,1727.18,10.17,9.16,176,211,29,59,2.29,11.59088065
2979,261,42,289,22,55,13,103,26,2591,2.25,50,0.61,177,1496.23,9.49,9.17,219,267,42,77,2.2925,12.33109728
2916,245,40,295,23,44,10,88,22,2634,1.98,47,0.65,192,1586.77,10.81,9.13,205,272,34,66,2.2825,11.97086727
2898,211,34,234,16,40,9,83,21,2687,2.06,49,0.64,151,1462.55,12.81,9.13,177,218,31,62,2.2825,14.97407469
3069,262,42,298,23,52,13,100,26,2513,2.47,55,0.6,180,1638.76,9.88,9.17,220,275,39,74,2.2925,12.09128133
2880,214,35,259,23,50,12,98,26,2548,1.79,43,0.6,156,1596.26,10.63,9.18,179,236,38,72,2.295,15.31450009
3024,242,41,280,22,52,12,98,26,2499,2.33,54,0.61,172,1572.78,11.32,9.14,201,258,40,72,2.285,14.99849677
3006,251,41,284,23,58,14,110,29,2539,2.19,49,0.66,187,1716.87,8.59,9.16,210,261,44,81,2.29,12.23941795
3105,205,34,244,16,40,9,77,19,2455,1.8,42,0.64,156,1642.02,10.82,9.17,171,228,31,58,2.2925,13.01807353
2997,213,34,263,21,42,9,81,21,2458,1.83,41,0.64,169,1527.06,8.91,9.23,179,242,33,60,2.3075,10.83329876
2889,260,42,323,19,57,14,110,28,2416,2.14,51,0.63,204,1640.17,7.36,9.21,218,304,43,82,2.3025,9.949302864
2889,237,39,289,25,44,11,84,21,2594,2.3,55,0.65,187,1463.39,8.71,9.19,198,264,33,63,2.2975,9.970933384
3087,225,36,274,24,51,12,101,26,2508,2.08,48,0.62,169,1674.76,8.99,9.16,189,250,39,75,2.29,12.56494752
2907,211,34,240,22,45,11,84,23,2634,1.73,41,0.65,157,1596.37,12.78,9.18,177,218,34,61,2.295,16.80638242
3033,226,39,262,19,45,11,89,23,2589,2.08,47,0.62,163,1549.81,11.16,9.2,187,243,34,66,2.3,13.70192539
2961,216,35,255,16,48,12,91,23,2496,1.75,40,0.63,161,1574.39,9.21,9.16,181,239,36,68,2.29,12.6200317
3096,256,42,300,19,50,12,101,26,2509,2.3,52,0.65,195,1707.62,9,9.22,214,281,38,75,2.305,10.83891668
3051,266,44,321,28,49,11,98,25,2454,2.48,58,0.6,191,1739.28,7.96,9.13,222,293,38,73,2.2825,9.041507365
2907,264,44,304,25,56,13,108,27,2425,2.47,57,0.61,185,1465.13,9.08,9.19,220,279,43,81,2.2975,11.87635793
3105,265,44,318,30,55,13,101,25,2574,2.51,58,0.65,206,1593.45,10.8,9.21,221,288,42,76,2.3025,13.82145933
3033,206,33,232,19,41,10,85,23,2406,1.68,40,0.6,138,1593.15,10.43,9.23,173,213,31,62,2.3075,12.80012686
3105,224,36,264,19,50,13,93,24,2543,1.92,45,0.65,171,1674.61,10.54,9.12,188,245,37,69,2.28,14.50694372
3033,209,35,254,15,42,10,73,19,2470,1.83,42,0.6,152,1643.34,12.03,9.12,174,239,32,54,2.28,14.90671543
2988,269,44,301,23,53,13,103,25,2656,2.5,58,0.6,181,1542.01,8.11,9.16,225,278,40,78,2.29,9.852757028
3105,212,34,232,17,45,11,79,21,2417,1.91,42,0.63,147,1686.67,9.44,9.19,178,215,34,58,2.2975,12.35554698
2925,269,44,333,26,58,13,121,30,2413,2.57,58,0.66,219,1535.12,8.23,9.24,225,307,45,91,2.31,10.94180267
2988,235,39,276,18,48,11,99,26,2545,2,44,0.59,164,1647.84,10.98,9.14,196,258,37,73,2.285,13.82894484
3015,206,35,250,21,41,10,87,23,2632,1.76,42,0.64,161,1734.34,12.79,9.14,171,229,31,64,2.285,15.69641636
3114,239,40,286,20,45,11,78,20,2531,2.27,54,0.64,182,1732.3,9.69,9.19,199,266,34,58,2.2975,11.24997919
3078,211,34,243,21,43,10,90,23,2426,1.99,46,0.62,152,1613.36,9.56,9.2,177,222,33,67,2.3,12.01315891
3033,224,37,268,21,44,10,88,23,2450,1.9,43,0.66,177,1571.54,9.04,9.12,187,247,34,65,2.28,10.94930158
2889,219,35,245,22,47,11,81,21,2496,1.86,44,0.63,155,1471.16,12.48,9.14,184,223,36,60,2.285,16.51511711
3078,258,42,292,17,54,13,104,26,2521,2.51,58,0.61,179,1755.79,8.96,9.21,216,275,41,78,2.3025,11.5636621
2952,259,42,284,20,51,11,101,26,2486,2.49,55,0.6,171,1651.1,9.22,9.14,217,264,40,75,2.285,11.19475678
2880,231,37,263,22,47,12,96,25,2480,2.23,52,0.59,155,1536.55,9.26,9.13,194,241,35,71,2.2825,11.61743347
3042,269,44,329,28,60,14,109,28,2667,2.34,52,0.59,195,1709.41,8.96,9.18,225,301,46,81,2.295,12.32310955
2925,212,36,247,21,45,12,93,24,2410,1.75,40,0.63,156,1491.8,8.79,9.13,176,226,33,69,2.2825,11.50479428
2997,247,39,277,22,55,13,112,29,2626,2.44,59,0.62,171,1515.39,11.84,9.21,208,255,42,83,2.3025,16.25663923
3141,234,38,262,19,43,10,89,22,2617,2.29,51,0.62,161,1661.42,12.66,9.21,196,243,33,67,2.3025,14.34496963
2961,259,42,313,23,47,12,86,23,2490,2.27,51,0.62,194,1625.83,10.39,9.22,217,290,35,63,2.305,11.62591038
2943,251,41,300,19,50,12,100,25,2452,2.13,50,0.61,182,1568.72,9.02,9.14,210,281,38,75,2.285,11.07939764
3042,264,43,292,21,53,12,98,26,2689,2.3,52,0.62,180,1582.27,9.81,9.23,221,271,41,72,2.3075,12.14379086
3069,246,40,279,18,47,12,92,25,2639,2.2,49,0.64,179,1566.46,9.54,9.17,206,261,35,67,2.2925,11.23891676
3114,232,37,255,24,49,11,88,23,2416,1.9,43,0.63,160,1732.69,9.06,9.14,195,231,38,65,2.285,11.79912011
2970,209,35,230,21,42,10,76,19,2697,1.89,45,0.65,150,1483.69,11.15,9.13,174,209,32,57,2.2825,13.81628238
3024,221,37,263,23,47,11,87,22,2668,1.87,41,0.64,168,1546.97,9.94,9.15,184,240,36,65,2.2875,13.03482779
3033,204,34,240,19,43,10,76,20,2515,1.96,43,0.64,153,1609.24,13.69,9.18,170,221,33,56,2.295,17.79324118
2997,247,40,291,22,52,12,108,29,2568,2.4,58,0.61,178,1685.09,9.75,9.22,207,269,40,79,2.305,12.65681218
2943,257,42,288,17,50,12,101,25,2681,2.06,49,0.59,171,1518.15,10.48,9.21,215,271,38,76,2.3025,12.57220613
3042,251,41,280,17,58,13,110,29,2513,2.11,49,0.64,180,1516.4,7.97,9.15,210,263,45,81,2.2875,11.35601409
2988,251,41,287,20,47,11,93,24,2512,2.39,55,0.6,172,1600,10.42,9.23,210,267,36,69,2.3075,12.03109579
2961,232,37,266,22,45,11,89,22,2604,2.08,48,0.63,166,1560.45,10.03,9.2,195,244,34,67,2.3,11.99606447
2979,260,42,294,21,54,12,109,28,2619,2.45,58,0.63,186,1492.49,10.95,9.2,218,273,42,81,2.3,14.02322364
3033,238,39,262,18,51,12,108,27,2594,2.02,48,0.63,166,1682.04,9.96,9.22,199,244,39,81,2.305,13.16030295
2970,238,39,283,20,53,13,101,26,2628,2.09,49,0.66,186,1520.7,10.78,9.23,199,263,40,75,2.3075,14.80236138
2979,243,40,299,18,48,11,103,26,2527,2.1,47,0.64,193,1633.85,8.62,9.23,203,281,37,77,2.3075,10.49918429
3132,214,34,257,18,49,12,98,25,2474,1.77,41,0.61,157,1654.44,11.03,9.13,180,239,37,73,2.2825,15.57295929
3087,247,40,287,16,47,11,93,24,2540,2.13,49,0.61,174,1670.76,11.52,9.13,207,271,36,69,2.2825,13.5165767
3033,257,41,298,19,53,13,102,27,2435,2.32,52,0.6,178,1587.48,7.39,9.12,216,279,40,75,2.28,9.397244226
3042,236,39,292,24,51,11,94,24,2544,1.94,44,0.6,175,1574.25,10.13,9.14,197,268,40,70,2.285,13.49835817
2988,256,41,284,20,52,13,111,28,2669,2.24,54,0.61,174,1712.85,7.91,9.13,215,264,39,83,2.2825,9.907251573
2925,229,38,259,19,45,10,86,22,2566,2.12,47,0.64,166,1506.9,12.04,9.18,191,240,35,64,2.295,14.58870853
2898,215,36,267,17,45,10,82,22,2442,1.75,42,0.63,170,1475.92,10.3,9.14,179,250,35,60,2.285,13.29304907
2997,204,32,248,17,42,10,83,21,2588,1.9,43,0.6,149,1552.57,10.64,9.13,172,231,32,62,2.2825,13.50747213
3069,240,38,272,19,49,11,99,26,2591,2.23,51,0.64,174,1588.56,11.71,9.18,202,253,38,73,2.295,14.74195437
2898,221,38,253,17,41,9,85,22,2559,1.76,42,0.64,162,1574.72,11.88,9.14,183,236,32,63,2.285,13.59005934
3033,243,38,279,21,51,12,92,24,2555,2.23,49,0.65,180,1559.63,9.25,9.19,205,258,39,68,2.2975,11.97068394
2952,222,35,256,21,51,11,97,25,2571,2.05,48,0.61,155,1631.25,12.55,9.16,187,235,40,72,2.29,17.77764611
2934,254,41,291,24,50,12,91,24,2456,2.14,49,0.63,183,1503.98,8.61,9.18,213,267,38,67,2.295,10.45087777
3114,221,37,268,21,44,12,79,20,2424,1.92,44,0.59,158,1720.51,9.5,9.12,184,247,32,59,2.28,11.66265255
3096,259,43,293,21,53,13,102,26,2682,2.5,55,0.61,180,1602.73,11.64,9.18,216,272,40,76,2.295,14.6873152
2970,248,40,280,25,52,12,100,25,2526,2.37,53,0.65,182,1587.03,7.93,9.16,208,255,40,75,2.29,10.25269834
3024,252,39,310,21,57,13,116,30,2461,2.18,49,0.59,184,1637.56,10.76,9.22,213,289,44,86,2.305,15.00720847
2943,236,39,268,21,54,13,93,23,2700,1.92,43,0.61,162,1522.01,10.26,9.19,197,247,41,70,2.2975,14.47579576
3042,200,32,242,15,40,9,72,20,2665,1.66,37,0.6,145,1514.51,14.54,9.16,168,227,31,52,2.29,17.93113298
3105,224,37,270,25,51,12,96,24,2530,1.8,40,0.62,167,1759.56,10.32,9.19,187,245,39,72,2.2975,14.48822508
2880,217,34,267,22,45,11,93,24,2460,1.77,41,0.59,158,1631.75,10.48,9.19,183,245,34,69,2.2975,13.40069713
2907,259,43,297,28,49,11,98,25,2439,2.36,55,0.65,194,1467.2,10.31,9.13,216,269,38,73,2.2825,12.02730462
2898,266,41,327,22,49,12,101,25,2652,2.17,49,0.62,204,1589.9,9.25,9.14,225,305,37,76,2.285,10.50677677
2916,265,43,327,22,59,15,104,27,2631,2.44,57,0.65,214,1521.07,9.44,9.2,222,305,44,77,2.3,12.95959594
3069,221,36,249,22,43,10,88,23,2560,1.88,43,0.6,150,1550.68,9.21,9.21,185,227,33,65,2.3025,11.04966576
3078,249,41,280,16,52,13,94,24,2505,2.14,48,0.62,175,1695.81,9.63,9.19,208,264,39,70,2.2975,12.4006261
3060,244,39,284,19,47,11,99,26,2492,2.32,55,0.64,181,1530.01,10.21,9.21,205,265,36,73,2.3025,12.12682479
3024,268,42,303,28,58,13,101,25,2602,2.64,59,0.66,199,1749.75,7.69,9.12,226,275,45,76,2.28,10.26202028
2952,235,38,267,23,49,12,92,23,2411,2.02,48,0.64,169,1519.23,8.58,9.14,197,244,37,69,2.285,11.03135434
3096,258,40,286,21,51,12,99,25,2663,2.25,54,0.63,180,1647.31,11.04,9.16,218,265,39,74,2.29,13.45652346
2925,223,36,271,20,46,11,89,22,2524,2.09,47,0.64,173,1470.57,10.01,9.16,187,251,35,67,2.29,12.7321098
